id,created_at,name,reason
394,2025-04-08 15:03:23,Stride,owned by Mondelez
395,2025-04-08 15:03:23,Sunglass Hut,owned by Luxottica which invests in israeli start-ups
396,2025-04-08 15:03:23,Surf Excel,owned by Unilever
397,2025-04-08 15:03:23,Stripe,CEO and co-founder Patrick Collison visits Israel
398,2025-04-08 15:03:23,SaraLee,owned by Bimbo
399,2025-04-08 15:03:23,Sun Maid,owned by Bimbo
400,2025-04-08 15:03:23,Tang,owned by Mondelez
401,2025-04-08 15:03:23,Tate's Bake Shop,owned by Mondelez
402,2025-04-08 15:03:23,The Body Shop,is a brand of L'Oreal
403,2025-04-08 15:03:23,TEVA,Israeli-based pharmaceutical company
404,2025-04-08 15:03:23,Tesco,has been known to sell products sourced from Israel
405,2025-04-08 15:03:23,Twitch,owned by Amazon
406,2025-04-08 15:03:23,Thumbs Up,owned by Coca-Cola
407,2025-04-08 15:03:23,Twitter X,has a research and development center in Israel and collaborates with Israeli tech companies
408,2025-04-08 15:03:23,Teem,owned by PepsiCo
409,2025-04-08 15:03:23,Tasali Chips,owned by PepsiCo
410,2025-04-08 15:03:23,The Ordinary,owned by Estée Lauder
411,2025-04-08 15:03:23,Tim Hortons,company of Burger King known to provide free food and drinks to IDF
412,2025-04-08 15:03:23,Toblerone,owned by Mondelez International
413,2025-04-08 15:03:23,Tostitos,owned by PepsiCo
414,2025-04-08 15:03:23,Timberland,CEO Jeffrey Swartz went on a 'solidarity visit' to Israel
415,2025-04-08 15:03:23,Topo Chico,owned by Coca-Cola
416,2025-04-08 15:03:23,Tata,provides IT and cloud services to the Israeli military and supplies Land Rover vehicles to the Israeli military
417,2025-04-08 15:03:23,Tesla,announced free use of all its Superchargers in Israel
418,2025-04-08 15:03:23,Trader Joe's,sells products sourced from Israel
419,2025-04-08 15:03:23,Tropicana,owned by PepsiCo
420,2025-04-08 15:03:23,Tom Ford,owned by Estée Lauder
421,2025-04-08 15:03:23,Thomas (BagelBiscuits),owned by Bimbo
422,2025-04-08 15:03:23,Taco Bell,owned by Yum! Brands
423,2025-04-08 15:03:23,Triscuit,owned by Mondelez
424,2025-04-08 15:03:23,TUC,owned by Mondelez
425,2025-04-08 15:03:23,Twix,owned by Mars
426,2025-04-08 15:03:23,Tasali,owned by PepsiCo
427,2025-04-08 15:03:23,Tag Heuer,owned by LVMH
428,2025-04-08 15:03:23,Twisties,owned by Mondelez
429,2025-04-08 15:03:23,Tropico,owned by CocaCola
430,2025-04-08 15:03:23,Taffix,manufactured by an Israeli company (Nasus Pharma)
431,2025-04-08 15:03:23,Trident,owned by Mondelez International
432,2025-04-08 15:03:23,Tamara Barhi,dates sourced from Israel
433,2025-04-08 15:03:23,Urban Decay,is a brand of L'Oreal
434,2025-04-08 15:03:23,Under Armour,support of various Israeli sports teams and athletes
435,2025-04-08 15:03:23,Urban Platter,sells Israeli Medjool Dates
436,2025-04-08 15:03:23,Unilever,company with operations in Israel
437,2025-04-08 15:03:23,Vitaminwater,owned by Coca-Cola
438,2025-04-08 15:03:23,Volvo,supplied equipments to Israel
439,2025-04-08 15:03:23,Vicks,owned by Procter and Gamble
440,2025-04-08 15:03:23,Vanguard,investment in Israel
441,2025-04-08 15:03:23,Victoria's Secret,owner Les Wexner is a supporter of Israel
442,2025-04-08 15:03:23,Vaseline,is a brand of Unilever
443,2025-04-08 15:03:23,Vogue International,owned by Johnsons & Johnsons
444,2025-04-08 15:03:23,Volkswagen,president of the company supported Israel
445,2025-04-08 15:03:23,Waitrose,has been known to sell products sourced from Israel
446,2025-04-08 15:03:23,Walmart,pledged $1m to Israeli victims
447,2025-04-08 15:03:23,Wheat Thins,owned by Mondelez
448,2025-04-08 15:03:23,Walkers,is a brand of PepsiCo
449,2025-04-08 15:03:23,Warner Chilcott,owned by TEVA pharma
450,2025-04-08 15:03:23,Wells Fargo,was a part of $500 million loan deal into EBIT Systems Ltd an Israeli company
451,2025-04-08 15:03:23,Wild Harvest Organic Tahini,produced in Israel
452,2025-04-08 15:03:23,Winston & Strawn,provides legal services and partnerships in Israel
453,2025-04-08 15:03:23,Wix,tech company headquartered in Tel Aviv
454,2025-04-08 15:03:23,Wall's,owned by Unilever
455,2025-04-08 15:03:23,Wissotzky Tea,Israeli tea company
456,2025-04-08 15:03:23,Wheel Washing Powder,owned by Unilever
457,2025-04-08 15:03:23,Wrigley's Company,invested in Israeli food tech startups through JVC
458,2025-04-08 15:03:23,Whatsapp,owned by Meta
459,2025-04-08 15:03:23,Yves Saint LaurentYSL,a brand of L'Oreal
460,2025-04-08 15:03:23,Yvel,luxury jewelry brand based in Israel
461,2025-04-08 15:03:23,Yum Foods,is an investor in Israeli start ups
462,2025-04-08 15:03:23,Zara,clothing mocking war by ad campaign
463,2025-04-08 15:03:23,Zim Shipping,Israeli shipping company
464,2025-04-08 15:03:23,Ziff Davis,partnered with BrandStorm Media to launch IGN Israel
465,2025-04-08 15:03:23,Zhou Nutrition,sources its black seed oil directly from Israel
466,2025-04-08 15:03:23,Zus Coffee,collaborated with Adidas for an event
